ticker,name,sector
6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances
6947.T,ZUKEN INC.,Electric Appliances
6951.T,JEOL Ltd.,Electric Appliances
6952.T,"CASIO COMPUTER CO.,LTD.",Electric Appliances
6954.T,FANUC CORPORATION,Electric Appliances
6958.T,CMK CORPORATION,Electric Appliances
6961.T,ENPLAS CORPORATION,Electric Appliances
6962.T,DAISHINKU CORP.,Electric Appliances
6963.T,ROHM COMPANY LIMITED,Electric Appliances
6965.T,HAMAMATSU PHOTONICS K.K.,Electric Appliances
6966.T,"Mitsui High-tec,Inc.",Electric Appliances
6971.T,KYOCERA CORPORATION,Electric Appliances
6976.T,"TAIYO YUDEN CO.,LTD.",Electric Appliances
6981.T,"Murata Manufacturing Co.,Ltd.",Electric Appliances
6986.T,FUTABA CORPORATION,Electric Appliances
6988.T,NITTO DENKO CORPORATION,Chemicals
6995.T,"TOKAI RIKA CO.,LTD.",Transportation Equipment
6996.T,NICHICON CORPORATION,Electric Appliances
6997.T,NIPPON CHEMI-CON CORPORATION,Electric Appliances
6999.T,KOA CORPORATION,Electric Appliances
7003.T,"MITSUI E&S Co.,Ltd.",Machinery
7004.T,Kanadevia Corporation,Machinery
7011.T,"Mitsubishi Heavy Industries,Ltd.",Machinery
7012.T,"Kawasaki Heavy Industries,Ltd.",Transportation Equipment
7013.T,IHI Corporation,Machinery
7033.T,"Management Solutions Co.,Ltd.",Services
7034.T,"Prored Partners CO.,LTD.",Services
7038.T,Frontier Management Inc.,Services
7059.T,"COPRO-HOLDINGS.Co.,Ltd.",Services
7071.T,"Amvis Holdings,Inc.",Services
7085.T,"CURVES HOLDINGS Co.,Ltd.",Services
7088.T,Forum Engineering Inc.,Services
7092.T,Fast Fitness Japan Incorporated,Services
7095.T,"Macbee Planet,Inc.",Services
7102.T,"NIPPON SHARYO,LTD.",Transportation Equipment
7128.T,MARUKA FURUSATO Corporation,Wholesale Trade
7130.T,"YAMAE GROUP HOLDINGS CO.,LTD.",Wholesale Trade
7148.T,"Financial Partners Group Co.,Ltd.",Securities and Commodities Futures
7157.T,LIFENET INSURANCE COMPANY,Insurance
7164.T,"ZENKOKU HOSHO Co.,Ltd.",Other Financing Business
7167.T,"Mebuki Financial Group,Inc.",Banks
7172.T,"Japan Investment Adviser Co.,Ltd.",Securities and Commodities Futures
7173.T,"Tokyo Kiraboshi Financial Group,Inc.",Banks
7180.T,"Kyushu Financial Group,Inc.",Banks
7181.T,"JAPAN POST INSURANCE Co.,Ltd.",Insurance
7182.T,"JAPAN POST BANK Co.,Ltd.",Banks
7184.T,"THE FIRST BANK OF TOYAMA,LTD.",Banks
7186.T,"Yokohama Financial Group,Inc.",Banks
7187.T,"J-LEASE CO.,LTD.",Other Financing Business
7189.T,"Nishi-Nippon Financial Holdings,Inc.",Banks
7198.T,SBI ARUHI Corporation,Other Financing Business
7199.T,"Premium Group Co.,Ltd.",Other Financing Business
7201.T,"NISSAN MOTOR CO.,LTD.",Transportation Equipment
7202.T,ISUZU MOTORS LIMITED,Transportation Equipment
7203.T,TOYOTA MOTOR CORPORATION,Transportation Equipment
7205.T,"HINO MOTORS,LTD.",Transportation Equipment
7211.T,MITSUBISHI MOTORS CORPORATION,Transportation Equipment
7220.T,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",Transportation Equipment
7224.T,"ShinMaywa Industries,LTD.",Transportation Equipment
7226.T,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment
7231.T,"TOPY INDUSTRIES,LIMITED",Transportation Equipment
7236.T,"T.RAD Co., Ltd.",Transportation Equipment
7238.T,"AKEBONO BRAKE INDUSTRY CO.,LTD.",Transportation Equipment
7239.T,"TACHI-S CO.,LTD.",Transportation Equipment
7240.T,NOK CORPORATION,Transportation Equipment
7241.T,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment
7242.T,KYB Corporation,Transportation Equipment
7244.T,"ICHIKOH INDUSTRIES,LTD.",Electric Appliances
7245.T,"DAIDO METAL CO.,LTD.",Transportation Equipment
7246.T,"PRESS KOGYO CO.,LTD.",Transportation Equipment
7250.T,"PACIFIC INDUSTRIAL CO.,LTD.",Transportation Equipment
7259.T,AISIN CORPORATION,Transportation Equipment
7261.T,Mazda Motor Corporation,Transportation Equipment
7267.T,"HONDA MOTOR CO.,LTD.",Transportation Equipment
7269.T,SUZUKI MOTOR CORPORATION,Transportation Equipment
7270.T,SUBARU CORPORATION,Transportation Equipment
7272.T,"Yamaha Motor Co.,Ltd.",Transportation Equipment
7276.T,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances
7278.T,EXEDY Corporation,Transportation Equipment
7280.T,MITSUBA Corporation,Electric Appliances
7282.T,"TOYODA GOSEI CO.,LTD.",Transportation Equipment
7283.T,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment
7294.T,YOROZU CORPORATION,Transportation Equipment
7296.T,"F.C.C.CO.,LTD.",Transportation Equipment
7309.T,SHIMANO INC.,Transportation Equipment
7313.T,"TS TECH CO.,LTD.",Transportation Equipment
7322.T,"San ju San Financial Group,Inc.",Banks
7327.T,"Daishi Hokuetsu Financial Group,Inc.",Banks
7337.T,"Hirogin Holdings,Inc.",Banks
7347.T,"Mercuria Holdings Co.,Ltd.",Securities and Commodities Futures
7350.T,"Okinawa Financial Group,Inc.",Banks
7354.T,Direct Marketing MiX Inc.,Services
7366.T,LITALICO Inc.,Services
7380.T,"Juroku Financial Group,Inc.",Banks
7381.T,"CCI Group,Inc.",Banks
7383.T,"Net Protections Holdings,Inc.",Other Financing Business
7384.T,"Procrea Holdings,Inc.",Banks
7388.T,FP Partner Inc.,Insurance
7389.T,"Aichi Financial Group,Inc.",Banks
7414.T,"ONOKEN CO.,LTD.",Wholesale Trade
7419.T,"Nojima Co.,Ltd.",Retail Trade
7420.T,"SATORI ELECTRIC CO.,LTD.",Wholesale Trade
7421.T,"KAPPA・CREATE CO.,LTD.",Retail Trade
7433.T,"Hakuto Co.,Ltd.",Wholesale Trade
7438.T,KONDOTEC INC.,Wholesale Trade
7447.T,"NAGAILEBEN Co.,Ltd.",Wholesale Trade
7453.T,"RYOHIN KEIKAKU CO.,LTD.",Retail Trade
7456.T,"MATSUDA SANGYO Co.,Ltd.",Wholesale Trade
7458.T,"DAIICHIKOSHO CO.,LTD.",Wholesale Trade
7459.T,MEDIPAL HOLDINGS CORPORATION,Wholesale Trade
7466.T,SPK CORPORATION,Wholesale Trade
7467.T,"HAGIWARA ELECTRIC HOLDINGS CO.,LTD.",Wholesale Trade
7475.T,"ALBIS Co.,Ltd.",Retail Trade
7476.T,AS ONE CORPORATION,Wholesale Trade
7482.T,"SHIMOJIMA Co.,Ltd.",Wholesale Trade
7483.T,"DOSHISHA CO.,LTD.",Wholesale Trade
7504.T,KOHSOKU CORPORATION,Wholesale Trade
7508.T,G-7 HOLDINGS Inc.,Retail Trade
7510.T,TAKEBISHI CORPORATION,Wholesale Trade
7513.T,"Kojima Co.,Ltd.",Retail Trade
7516.T,"KOHNAN SHOJI CO.,LTD.",Retail Trade
7520.T,"Eco's Co.,Ltd.",Retail Trade
7522.T,"WATAMI CO.,LTD.",Retail Trade
7525.T,RIX CORPORATION,Wholesale Trade
7532.T,Pan Pacific International Holdings Corporation,Retail Trade
7537.T,MARUBUN CORPORATION,Wholesale Trade
7545.T,"NISHIMATSUYA CHAIN Co.,Ltd.",Retail Trade
7550.T,"ZENSHO HOLDINGS CO.,LTD.",Retail Trade
75505.T,"Series 1 Bond-Type Class Shares of ZENSHO HOLDINGS CO.,LTD.",Retail Trade
7552.T,HAPPINET CORPORATION,Wholesale Trade
7554.T,KOURAKUEN CORPORATION,Retail Trade
7575.T,"Japan Lifeline Co.,Ltd.",Wholesale Trade
7581.T,"SAIZERIYA CO.,LTD.",Retail Trade
7593.T,"VT HOLDINGS CO.,LTD.",Retail Trade
7595.T,ARGO GRAPHICS Inc.,Information & Communication
7596.T,"UORIKI CO.,LTD.",Retail Trade
7599.T,IDOM Inc.,Wholesale Trade
7600.T,"Japan Medical Dynamic Marketing,INC.",Precision Instruments
7606.T,UNITED ARROWS LTD.,Retail Trade
7607.T,"Shinwa Co.,Ltd.",Wholesale Trade
7609.T,"Daitron Co.,Ltd.",Wholesale Trade
7611.T,HIDAY HIDAKA Corp.,Retail Trade
7613.T,SIIX CORPORATION,Wholesale Trade
7616.T,"COLOWIDE CO.,LTD.",Retail Trade
7628.T,OHASHI TECHNICA INC.,Wholesale Trade
7630.T,"ICHIBANYA CO.,LTD.",Retail Trade
7637.T,"Hakudo Co.,Ltd.",Wholesale Trade
7649.T,"SUGI HOLDINGS Co.,LTD.",Retail Trade
7679.T,"YAKUODO HOLDINGS Co.,Ltd.",Retail Trade
7683.T,"WA,Inc.",Retail Trade
7701.T,Shimadzu Corporation,Precision Instruments
7715.T,"NAGANO KEIKI CO.,LTD.",Precision Instruments
7717.T,"V Technology Co.,Ltd.",Precision Instruments
7718.T,"STAR MICRONICS CO.,LTD.",Machinery
7721.T,TOKYO KEIKI INC.,Precision Instruments
7723.T,"Aichi Tokei Denki Co.,Ltd.",Precision Instruments
7725.T,INTER ACTION Corporation,Precision Instruments
7729.T,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments
7730.T,"MANI,INC.",Precision Instruments
7731.T,NIKON CORPORATION,Precision Instruments
7733.T,OLYMPUS CORPORATION,Precision Instruments
7734.T,"RIKEN KEIKI CO.,LTD.",Precision Instruments
7735.T,"SCREEN Holdings Co.,Ltd.",Electric Appliances
7739.T,CANON ELECTRONICS INC.,Electric Appliances
7740.T,"Tamron Co.,Ltd.",Precision Instruments
7741.T,HOYA CORPORATION,Precision Instruments
7743.T,"SEED CO.,LTD.",Precision Instruments
7744.T,"Noritsu Koki Co.,Ltd.",Precision Instruments
7745.T,"A&D HOLON Holdings Company,Limited",Precision Instruments
7747.T,"ASAHI INTECC CO.,LTD.",Precision Instruments
7751.T,CANON INC.,Electric Appliances
7752.T,"RICOH COMPANY,LTD.",Electric Appliances
7762.T,"Citizen Watch Co.,Ltd.",Precision Instruments
7769.T,"RHYTHM CO.,LTD.",Precision Instruments
7780.T,"Menicon Co.,Ltd.",Precision Instruments
7817.T,"PARAMOUNT BED HOLDINGS CO.,LTD.",Other Products
7818.T,"TRANSACTION CO.,Ltd.",Other Products
7820.T,"NIHON FLUSH CO.,LTD.",Other Products
7821.T,"MAEDA KOSEN CO.,LTD.",Other Products
7826.T,"FURUYA METAL CO.,LTD.",Other Products
7832.T,Bandai Namco Holdings Inc.,Other Products
7839.T,"SHOEI CO.,LTD.",Other Products
7840.T,"FRANCE BED HOLDINGS CO.,LTD.",Other Products
7844.T,Marvelous Inc.,Information & Communication
7846.T,PILOT CORPORATION,Other Products
7856.T,HAGIHARA INDUSTRIES INC.,Other Products
7860.T,Avex Inc.,Information & Communication
7864.T,"FUJI SEAL INTERNATIONAL,INC.",Other Products
7867.T,"TOMY COMPANY,LTD.",Other Products
7868.T,"KOSAIDO Holdings Co.,Ltd.",Other Products
7874.T,"LEC,INC.",Chemicals
7888.T,SANKO GOSEI LTD.,Chemicals
7893.T,PRONEXUS INC.,Other Products
7911.T,TOPPAN Holdings Inc.,Other Products
7912.T,"Dai Nippon Printing Co.,Ltd.",Other Products
7914.T,"Kyodo Printing Co.,Ltd.",Other Products
7915.T,"Nissha Co.,Ltd.",Other Products
7917.T,ZACROS Corporation,Chemicals
7921.T,TAKARA & COMPANY LTD.,Other Products
7925.T,"MAEZAWA KASEI INDUSTRIES CO.,LTD.",Chemicals
7931.T,"MIRAI INDUSTRY CO.,LTD.",Chemicals
7936.T,ASICS Corporation,Other Products
7942.T,JSP Corporation,Chemicals
7943.T,NICHIHA CORPORATION,Glass and Ceramics Products
7944.T,Roland Corporation,Other Products
7947.T,FP CORPORATION,Chemicals
7949.T,"KOMATSU WALL INDUSTRY CO.,LTD.",Other Products
7951.T,YAMAHA CORPORATION,Other Products
7952.T,"Kawai Musical Instruments Manufacturing Co.,Ltd.",Other Products
7955.T,Cleanup Corporation,Other Products
7956.T,PIGEON CORPORATION,Other Products
7962.T,"KING JIM CO.,LTD.",Other Products
7965.T,Zojirushi Corporation,Electric Appliances
7966.T,LINTEC Corporation,Other Products
7970.T,"Shin-Etsu Polymer Co.,Ltd.",Chemicals
7972.T,ITOKI CORPORATION,Other Products
7974.T,"Nintendo Co.,Ltd.",Other Products
7976.T,"MITSUBISHI PENCIL COMPANY,LIMITED",Other Products
7979.T,SHOFU INC.,Precision Instruments
7981.T,"TAKARA STANDARD CO.,LTD.",Other Products
7984.T,"KOKUYO CO.,LTD.",Other Products
7988.T,NIFCO INC.,Chemicals
7989.T,TACHIKAWA CORPORATION,Metal Products
7990.T,"GLOBERIDE,Inc.",Other Products
7994.T,OKAMURA CORPORATION,Other Products
7995.T,"VALQUA,LTD.",Chemicals
8001.T,ITOCHU Corporation,Wholesale Trade
8002.T,Marubeni Corporation,Wholesale Trade
8005.T,Scroll Corporation,Retail Trade
8007.T,"Takashima & Co.,Ltd.",Wholesale Trade
8008.T,YONDOSHI HOLDINGS INC.,Retail Trade
8011.T,SANYO SHOKAI LTD.,Textiles and Apparels
8012.T,"NAGASE & CO.,LTD.",Wholesale Trade
8014.T,"CHORI CO.,LTD.",Wholesale Trade
8015.T,TOYOTA TSUSHO CORPORATION,Wholesale Trade
8016.T,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels
8020.T,KANEMATSU CORPORATION,Wholesale Trade
8022.T,Mizuno Corporation,Other Products
8031.T,"MITSUI & CO.,LTD.",Wholesale Trade
8032.T,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade
8035.T,Tokyo Electron Limited,Electric Appliances
8037.T,KAMEI CORPORATION,Wholesale Trade
8043.T,Starzen Company Limited,Wholesale Trade
8050.T,SEIKO GROUP CORPORATION,Precision Instruments
8051.T,YAMAZEN CORPORATION,Wholesale Trade
8052.T,"TSUBAKIMOTO KOGYO CO.,LTD.",Wholesale Trade
8053.T,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",Wholesale Trade
8056.T,BIPROGY Inc.,Information & Communication
8057.T,"UCHIDA YOKO CO.,LTD.",Wholesale Trade
8058.T,Mitsubishi Corporation,Wholesale Trade
8059.T,"DAIICHI JITSUGYO CO.,LTD.",Wholesale Trade
8060.T,Canon Marketing Japan Inc.,Wholesale Trade
8061.T,SEIKA CORPORATION,Wholesale Trade
8065.T,SATO SHO-JI CORPORATION,Wholesale Trade
8070.T,"TOKYO SANGYO CO.,LTD.",Wholesale Trade
8074.T,"YUASA TRADING CO.,LTD.",Wholesale Trade
8075.T,Shinsho Corporation,Wholesale Trade
8078.T,"HANWA CO.,LTD.",Wholesale Trade
8079.T,SHOEI FOODS CORPORATION,Wholesale Trade
8081.T,KANADEN CORPORATION,Wholesale Trade
8084.T,RYODEN CORPORATION,Wholesale Trade
8086.T,NIPRO CORPORATION,Precision Instruments
8088.T,IWATANI  CORPORATION,Wholesale Trade
8091.T,"NICHIMO CO.,LTD.",Wholesale Trade
8093.T,"Kyokuto Boeki Kaisha,Limited",Wholesale Trade
8095.T,"Astena Holdings Co.,Ltd.",Wholesale Trade
8097.T,"SAN-AI OBBLI CO.,LTD.",Wholesale Trade
8098.T,"Inabata & Co.,Ltd.",Wholesale Trade
8101.T,GSI Creos Corporation,Wholesale Trade
8103.T,Meiwa Corporation,Wholesale Trade
8111.T,Goldwin Inc.,Textiles and Apparels
8113.T,UNICHARM CORPORATION,Chemicals
8125.T,"Wakita & Co.,LTD.",Wholesale Trade
8129.T,"TOHO HOLDINGS CO.,LTD.",Wholesale Trade
8130.T,Sangetsu Corporation,Wholesale Trade
8132.T,"SINANEN HOLDINGS CO.,LTD.",Wholesale Trade
8133.T,"ITOCHU ENEX CO.,LTD.",Wholesale Trade
8136.T,"Sanrio Company,Ltd.",Wholesale Trade
8137.T,SUN-WA TECHNOS CORPORATION,Wholesale Trade
8141.T,"Shinko Shoji Co.,Ltd.",Wholesale Trade
8142.T,"TOHO Co.,Ltd.",Wholesale Trade
8150.T,"SANSHIN ELECTRONICS CO.,LTD.",Wholesale Trade
8151.T,TOYO Corporation,Wholesale Trade
8153.T,"MOS FOOD SERVICES,INC.",Wholesale Trade
8154.T,"KAGA ELECTRONICS CO.,LTD.",Wholesale Trade
8157.T,"TSUZUKI DENKI CO.,LTD.",Information & Communication
8158.T,"SODA NIKKA CO.,LTD.",Wholesale Trade
8159.T,"TACHIBANA ELETECH CO.,LTD.",Wholesale Trade
8160.T,"KISOJI CO.,LTD.",Retail Trade
8163.T,"SRS HOLDINGS CO.,LTD.",Retail Trade
8167.T,"RETAIL PARTNERS CO.,LTD.",Retail Trade
8173.T,"Joshin Denki Co.,Ltd.",Retail Trade
8174.T,"NIPPON GAS CO.,LTD.",Retail Trade
8179.T,"ROYAL HOLDINGS Co., Ltd.",Retail Trade
8185.T,"CHIYODA CO.,LTD.",Retail Trade
8194.T,LIFE CORPORATION,Retail Trade
8200.T,"RINGER HUT CO.,LTD.",Retail Trade
8203.T,MrMax Holdings Ltd.,Retail Trade
8214.T,AOKI Holdings Inc.,Retail Trade
8217.T,"OKUWA CO.,LTD.",Retail Trade
8218.T,"KOMERI CO.,LTD.",Retail Trade
8219.T,"AOYAMA TRADING Co.,Ltd.",Retail Trade
8227.T,"SHIMAMURA Co.,Ltd.",Retail Trade
8233.T,"Takashimaya Company,Limited",Retail Trade
8237.T,"MATSUYA CO.,LTD.",Retail Trade
8242.T,H2O RETAILING CORPORATION,Retail Trade
8252.T,"MARUI GROUP CO.,LTD.",Retail Trade
8253.T,"Credit Saison Co.,Ltd.",Other Financing Business
8255.T,Axial Retailing Inc.,Retail Trade
8267.T,"AEON CO.,LTD.",Retail Trade
8273.T,"IZUMI CO.,LTD.",Retail Trade
8276.T,"HEIWADO CO.,LTD.",Retail Trade
8278.T,"FUJI CO.,LTD.",Retail Trade
8281.T,"XEBIO holdings CO.,LTD.",Retail Trade
8282.T,K'S HOLDINGS CORPORATION,Retail Trade
8283.T,PALTAC CORPORATION,Wholesale Trade
8303.T,"SBI Shinsei Bank,Limited",Banks
8304.T,"Aozora Bank,Ltd.",Banks
8306.T,"Mitsubishi UFJ Financial Group,Inc.",Banks
8308.T,"Resona Holdings, Inc.",Banks
8309.T,"Sumitomo Mitsui Trust Group,Inc.",Banks
8316.T,"Sumitomo Mitsui Financial Group,Inc.",Banks
8331.T,"The Chiba Bank,Ltd.",Banks
8334.T,"The Gunma Bank,Ltd.",Banks
8336.T,"The Musashino Bank,Ltd.",Banks
8337.T,"The Chiba Kogyo Bank,Ltd.",Banks
8338.T,"Tsukuba Bank,Ltd.",Banks
8341.T,"The 77 Bank,Ltd.",Banks
8343.T,"THE AKITA BANK,LTD.",Banks
8344.T,"The Yamagata Bank,Ltd.",Banks
8345.T,"The Bank of Iwate,Ltd.",Banks
8346.T,"The Toho Bank,Ltd.",Banks
8354.T,"Fukuoka Financial Group,Inc.",Banks
8358.T,Suruga Bank Ltd.,Banks
8359.T,"The Hachijuni Bank,Ltd.",Banks
8360.T,"The Yamanashi Chuo Bank,Ltd.",Banks
8361.T,"The Ogaki Kyoritsu Bank,Ltd.",Banks
8362.T,"The Fukui Bank,Ltd.",Banks
8364.T,"THE SHIMIZU BANK,LTD.",Banks
8366.T,"THE SHIGA BANK,LTD.",Banks
8367.T,"The Nanto Bank,Ltd.",Banks
8368.T,"The Hyakugo Bank,Ltd.",Banks
8370.T,"The Kiyo Bank,Ltd.",Banks
8377.T,"Hokuhoku Financial Group, Inc.",Banks
8381.T,"The San-in Godo Bank,Ltd.",Banks
8386.T,"The Hyakujushi Bank,Ltd.",Banks
8387.T,"The Shikoku Bank, Ltd.",Banks
8388.T,"The Awa Bank,Ltd.",Banks
8392.T,"THE OITA BANK,LTD.",Banks
8393.T,"The Miyazaki Bank,Ltd.",Banks
8395.T,THE BANK OF SAGA LTD.,Banks
8399.T,"Bank of The Ryukyus,Limited",Banks
8410.T,"Seven Bank,Ltd.",Banks
8411.T,"Mizuho Financial Group,Inc.",Banks
8418.T,"Yamaguchi Financial Group,Inc.",Banks
8424.T,"Fuyo General Lease Co.,Ltd.",Other Financing Business
8425.T,"Mizuho Leasing Company,Limited",Other Financing Business
8439.T,Tokyo Century Corporation,Other Financing Business
8473.T,"SBI Holdings,Inc.",Securities and Commodities Futures
8511.T,"Japan Securities Finance Co.,Ltd.",Other Financing Business
8515.T,AIFUL CORPORATION,Other Financing Business
8522.T,"The Bank of Nagoya,Ltd.",Banks
8524.T,"North Pacific Bank,Ltd.",Banks
8541.T,"The Ehime Bank,Ltd.",Banks
8544.T,"The Keiyo Bank,Ltd.",Banks
8550.T,"THE TOCHIGI BANK,LTD.",Banks
8551.T,"The Kita-Nippon Bank,Ltd.",Banks
8558.T,"THE TOWA BANK,LTD.",Banks
8566.T,"RICOH LEASING COMPANY,LTD.",Other Financing Business
8570.T,"AEON Financial Service Co.,Ltd.",Other Financing Business
8584.T,"JACCS CO.,LTD.",Other Financing Business
8585.T,Orient Corporation,Other Financing Business
8591.T,ORIX CORPORATION,Other Financing Business
8593.T,Mitsubishi HC Capital Inc.,Other Financing Business
8595.T,"JAFCO Group Co.,Ltd.",Securities and Commodities Futures
8600.T,"TOMONY Holdings,Inc.",Banks
8601.T,Daiwa Securities Group Inc.,Securities and Commodities Futures
8604.T,"Nomura Holdings, Inc.",Securities and Commodities Futures
8609.T,OKASAN SECURITIES GROUP INC.,Securities and Commodities Futures
8613.T,"Marusan Securities Co.,Ltd.",Securities and Commodities Futures
8614.T,"TOYO SECURITIES CO.,LTD.",Securities and Commodities Futures
8616.T,"Tokai Tokyo Financial Holdings,Inc.",Securities and Commodities Futures
8622.T,"Mito Securities Co.,Ltd.",Securities and Commodities Futures
8624.T,"Ichiyoshi Securities Co.,Ltd.",Securities and Commodities Futures
8628.T,"MATSUI SECURITIES CO.,LTD.",Securities and Commodities Futures
8630.T,"Sompo Holdings,Inc.",Insurance
8697.T,"Japan Exchange Group,Inc.",Other Financing Business
8698.T,"Monex Group,Inc.",Securities and Commodities Futures
8706.T,"KYOKUTO SECURITIES CO.,LTD.",Securities and Commodities Futures
8707.T,"IwaiCosmo Holdings,Inc.",Securities and Commodities Futures
8708.T,"AIZAWA SECURITIES GROUP CO.,LTD.",Securities and Commodities Futures
8713.T,FIDEA Holdings Co.Ltd.,Banks
8714.T,"Senshu Ikeda Holdings,Inc.",Banks
8715.T,"Anicom Holdings,Inc.",Insurance
8725.T,"MS&AD Insurance Group Holdings,Inc.",Insurance
8729.T,Sony Financial Group Inc.,Insurance
8739.T,"SPARX Group Co.,Ltd.",Securities and Commodities Futures
8750.T,"Dai-ichi Life Holdings,Inc.",Insurance
8766.T,"Tokio Marine Holdings,Inc.",Insurance
8771.T,"eGuarantee,Inc.",Other Financing Business
8793.T,NEC Capital Solutions Limited,Other Financing Business
8795.T,"T&D Holdings, Inc.",Insurance
8798.T,"Advance Create Co.,Ltd.",Insurance
8801.T,"Mitsui Fudosan Co.,Ltd.",Real Estate
8802.T,"Mitsubishi Estate Company,Limited",Real Estate
8803.T,"HEIWA REAL ESTATE CO.,LTD.",Real Estate
8804.T,"Tokyo Tatemono Co.,Ltd.",Real Estate
8818.T,"Keihanshin Building Co.,Ltd.",Real Estate
8830.T,"Sumitomo Realty & Development Co.,Ltd.",Real Estate
8848.T,LEOPALACE21 CORPORATION,Real Estate
8850.T,STARTS CORPORATION INC.,Real Estate
8860.T,FUJI CORPORATION LIMITED,Real Estate
8864.T,"AIRPORT FACILITIES Co.,LTD.",Real Estate
8876.T,"Relo Group,Inc.",Services
8877.T,ESLEAD CORPORATION,Real Estate
8881.T,"NISSHIN GROUP HOLDINGS Company,Limited",Real Estate
8892.T,ES-CON JAPAN Ltd.,Real Estate
8897.T,"MIRARTH HOLDINGS,Inc.",Real Estate
8919.T,"KATITAS CO.,LTD",Real Estate
8923.T,TOSEI CORPORATION,Real Estate
8934.T,"Sun Frontier Fudousan Co.,Ltd.",Real Estate
8935.T,"FJ NEXT HOLDINGS CO.,LTD.",Real Estate
8999.T,Grandy House Corporation,Real Estate
9001.T,"TOBU RAILWAY CO.,LTD.",Land Transportation
9003.T,"Sotetsu Holdings,Inc.",Land Transportation
9005.T,TOKYU CORPORATION,Land Transportation
9006.T,Keikyu Corporation,Land Transportation
9007.T,"Odakyu Electric Railway Co.,Ltd.",Land Transportation
9008.T,Keio Corporation,Land Transportation
9009.T,"Keisei Electric Railway Co.,Ltd.",Land Transportation
9010.T,"FUJI KYUKO CO.,LTD.",Land Transportation
9020.T,East Japan Railway Company,Land Transportation
9021.T,West Japan Railway Company,Land Transportation
9022.T,Central Japan Railway Company,Land Transportation
9023.T,"Tokyo Metro Co.,Ltd.",Land Transportation
9024.T,SEIBU HOLDINGS INC.,Land Transportation
9025.T,"Konoike Transport Co.,Ltd.",Land Transportation
9031.T,"Nishi-Nippon Railroad Co.,Ltd.",Land Transportation
9037.T,"HAMAKYOREX CO.,LTD.",Land Transportation
9039.T,"Sakai Moving Service Co.,Ltd.",Land Transportation
9041.T,"Kintetsu Group Holdings Co.,Ltd.",Land Transportation
9042.T,"Hankyu Hanshin Holdings,Inc.",Land Transportation
9044.T,"Nankai Electric Railway Co.,Ltd.",Land Transportation
9045.T,"Keihan Holdings Co.,Ltd.",Land Transportation
9046.T,"Kobe Electric Railway Co.,Ltd.",Land Transportation
9048.T,"Nagoya Railroad Co., Ltd.",Land Transportation
9052.T,"Sanyo Electric Railway Co.,Ltd.",Land Transportation
9064.T,"YAMATO HOLDINGS CO.,LTD.",Land Transportation
9065.T,SANKYU INC.,Land Transportation
9068.T,"Maruzen Showa Unyu Co.,Ltd.",Land Transportation
9069.T,"SENKO Group Holdings Co.,Ltd.",Land Transportation
9072.T,"NIKKON Holdings Co.,Ltd.",Land Transportation
9075.T,"FUKUYAMA TRANSPORTING CO.,LTD.",Land Transportation
9076.T,"SEINO HOLDINGS CO.,LTD.",Land Transportation
9081.T,"Kanagawa Chuo Kotsu Co.,Ltd.",Land Transportation
9090.T,AZ-COM MARUWA Holdings Inc.,Land Transportation
9101.T,Nippon Yusen Kabushiki Kaisha,Marine Transportation
9104.T,"Mitsui O.S.K.Lines,Ltd.",Marine Transportation
9107.T,"Kawasaki Kisen Kaisha,Ltd.",Marine Transportation
9110.T,"NS United Kaiun Kaisha,Ltd.",Marine Transportation
9119.T,"IINO KAIUN KAISHA,LTD.",Marine Transportation
9142.T,Kyushu Railway Company,Land Transportation
9143.T,"SG HOLDINGS CO.,LTD.",Land Transportation
9147.T,"NIPPON EXPRESS HOLDINGS,INC.",Land Transportation
9201.T,"Japan Airlines Co.,Ltd.",Air Transportation
9202.T,ANA HOLDINGS INC.,Air Transportation
92025.T,ANA HOLDINGS INC.,Air Transportation
9216.T,"Bewith,Inc.",Services
9229.T,"SUNWELS Co.,Ltd.",Services
9247.T,TRE HOLDINGS CORPORATION,Services
9267.T,"Genky DrugStores Co.,Ltd.",Retail Trade
9273.T,"KOA SHOJI HOLDINGS CO.,LTD.",Wholesale Trade
9274.T,"KPP GROUP HOLDINGS CO.,LTD.",Wholesale Trade
9278.T,BOOKOFF GROUP HOLDINGS LIMITED,Retail Trade
9279.T,GIFT HOLDINGS INC.,Retail Trade
9301.T,Mitsubishi Logistics Corporation,Warehousing and Harbor Transportation Service
9302.T,"MITSUI-SOKO HOLDINGS Co.,Ltd.",Warehousing and Harbor Transportation Service
9303.T,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service
9304.T,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service
9305.T,Yamatane Corporation,Wholesale Trade
